rad_name_ja,grade,hint_group,kunyomi,meaning,kstroke,examples,kunyomi_ja,ka_utf,rad_order,txt_books,kname,rad_utf,dick,rad_name,dicn,mn_hint,rad_stroke,onyomi_ja,rad_meaning,onyomi,ka_id,rad_position_ja,rad_position
"れっか",4.0,1.0,"te, teru, terasu, tereru","illuminate, shine",13.0,"[ [ ""照明 (しょうめい)"", ""illumination, lighting"" ], [ ""残照 (ざんしょう)"", ""afterglow"" ], [ ""日照権 (にっしょうけん)"", ""the right to sunshine"" ], [ ""対照的な (たいしょうてきな)"", ""contrastive"" ], [ ""照合する (しょうごうする)"", ""collate, compare"" ], [ ""照会する (しょうかいする)"", ""make inquiries"" ], [ ""参照する (さんしょうする)"", ""compare, consult, refer to"" ], [ ""照る (てる)"", ""shine [v.i.]"" ], [ ""照らす (てらす)"", ""illuminate [v.t.]"" ], [ ""照れる (てれる)"", ""be shy, feel awkward"" ], [ ""照れくさい (てれくさい)"", ""be embarrassed"" ] ]","て、てる、てらす、てれる","照",112.0,"[ { ""chapter"" : ""10"", ""txt_bk"" : ""txtIKB"" } ]","te(rasu)","⺣",1809.0,"rekka",2785.0,"Illuminate like a bright 昭 <span class='note'>(converging 召 sunlight日)</span> fire 灬.",4.0,"ショウ","fire","shou","ka_936","あし","ashi"
"しん",4.0,1.0,"n/a","retainer",7.0,"[ [ ""臣下 (しんか)"", ""retainer"" ], [ ""家臣 (かしん)"", ""vassal, retainer"" ], [ ""重臣 (じゅうしん)"", ""chief vassal, senior statesman"" ], [ ""忠臣 (ちゅうしん)"", ""loyal retainer, loyal subject"" ], [ ""大臣 (だいじん)"", ""cabinet minister"" ], [ ""総理大臣 (そうりだいじん)"", ""Prime Minister"" ] ]","","臣",203.0,"[ { ""chapter"" : ""14"", ""txt_bk"" : ""jtr"" } ]","(chuu)shin(gura)","⾂",1948.0,"shin",3837.0,"Please view the animation in the radical field to the left.",6.0,"シン、ジン","retainer, minister","shin, jin","ka_937","",""
"さんずい",4.0,6.0,"asa, asai","shallow",9.0,"[ [ ""浅海 (せんかい)"", ""shallow sea"" ], [ ""浅学 (せんがく)"", ""superficial knowledge"" ], [ ""浅薄な (せんぱくな)"", ""shallow, superficial"" ], [ ""浅い (あさい)"", ""shallow, superficial"" ], [ ""浅瀬 (あさせ)"", ""shoal, shallows, sand bar, ford"" ], [ ""浅黒い (あさぐろい)"", ""darkish, swarthy"" ], [ ""浅はかな (あさはかな)"", ""frivolous, thoughtless"" ], [ ""遠浅 (とおあさ)"", ""wide shallow beach"" ] ]","あさ、あさい","浅",76.0,"[ { ""chapter"" : ""24"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""24"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""1"", ""txt_bk"" : ""txtIKB"" } ]","asa(i)","⺡",289.0,"sanzui",2549.0,"Like river/sea シ with a diminished [26] amount of water.",3.0,"セン","water","sen","ka_938","へん","hen"
"ひとやね",4.0,2.0,"kura","storehouse, warehouse, depository",10.0,"[ [ ""倉庫 (そうこ)"", ""storehouse, warehouse"" ], [ ""穀倉 (こくそう)"", ""granary"" ], [ ""弾倉 (だんそう)"", ""magazine (gun)"" ], [ ""正倉院 (しょうそういん)"", ""Shosouin"" ], [ ""倉 (くら)"", ""warehouse, cellar, depository"" ], [ ""倉荷 (くらに)"", ""warehouse goods"" ] ]","くら","倉",12.0,"[]","sou-kura","𠆢",1334.0,"hitoyane",486.0,"Person [9] putting bolt 一 on the door 戸 of a storehouse where provisions 口 are kept.",2.0,"ソウ","person ","sou","ka_939","かんむり","kanmuri"
"いとへん",3.0,1.0,"o, owari, owaraseru, owaru, oeru","end",11.0,"[ [ ""終了する (しゅうりょうする)"", ""end [v.i., v.t.]"" ], [ ""終戦 (しゅうせん)"", ""end of war"" ], [ ""最終 (さいしゅう)"", ""final"" ], [ ""終点 (しゅうてん)"", ""last stop (e.g. train)"" ], [ ""終わる (おわる)"", ""finish [v.i.]"" ], [ ""終える (おえる)"", ""finish [v.t.]"" ], [ ""終わらせる (おわらせる)"", ""make something finish"" ] ]","お、おわり、おわらせる、おわる、おえる","終",158.0,"[ { ""chapter"" : ""12"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""24"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""17"", ""txt_bk"" : ""macquarie"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtAd3"" }, { ""chapter"" : ""18"", ""txt_bk"" : ""txtGenki"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""txtSFJ1"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""8"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""9"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""17"", ""txt_bk"" : ""txtLookLearn"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""10"" } ]","o(waru)","",903.0,"itohen",3521.0,"Winter 冬: end of the line 糸 of seasons.",6.0,"シュウ","thread","shuu","ka_94","へん","hen"
"しょうかんむり",4.0,1.0,"su","nest",11.0,"[ [ ""卵巣 (らんそう)"", ""ovary"" ], [ ""病巣 (びょうそう)"", ""focus (of a disease)"" ], [ ""帰巣本能 (きそうほんのう)"", ""homing instinct"" ], [ ""巣 (す)"", ""nest, haunt, hive"" ], [ ""巣箱 (すばこ)"", ""nest box"" ], [ ""古巣 (ふるす)"", ""old haunts, former homes"" ], [ ""空き巣 (あきす)"", ""sneak thief, empty nest"" ], [ ""巣立つ (すだつ)"", ""leave the nest"" ] ]","す","巣",51.0,"[]","sou-su","⺌",1477.0,"shoukanmuri",141.0,"Fields 田 and trees 木 where young ツ birds and animals nest.",3.0,"ソウ","small","sou","ka_940","かんむり","kanmuri"
"こへん",4.0,1.0,"mago","grandchild",10.0,"[ [ ""子孫 (しそん)"", ""descendants, posterity"" ], [ ""皇孫 (こうそん)"", ""imperial grandchild"" ], [ ""孫 (まご)"", ""grandchild"" ], [ ""孫娘 (まごむすめ)"", ""granddaughter"" ], [ ""孫弟子 (まごでし)"", ""disciples of one&apos;s disciples"" ], [ ""曾孫 (ひまご)"", ""great-grandchild"" ] ]","まご","孫",47.0,"[ { ""chapter"" : ""13"", ""txt_bk"" : ""jtr"" } ]","mago","",305.0,"kohen",1273.0,"Grandchild 子 continues the family line 系.",3.0,"ソン","child, son","son","ka_941","へん","hen"
"はば",4.0,50.0,"o, obiru, obi","belt, wear, zone",10.0,"[ [ ""地帯 (ちたい)"", ""area, zone"" ], [ ""一帯 (いったい)"", ""region, zone, whole place"" ], [ ""包帯 (ほうたい)"", ""bandage, dressing"" ], [ ""所帯 (しょたい)"", ""household, housekeeping"" ], [ ""時間帯 (じかんたい)"", ""time zone, time slot"" ], [ ""連帯感 (れんたいかん)"", ""feeling of solidarity"" ], [ ""熱帯雨林 (ねったいうりん)"", ""tropical rainforest"" ], [ ""携帯電話 (けいたいでんわ)"", ""cell phone"" ], [ ""携帯する (けいたいする)"", ""carry, bring"" ], [ ""帯びる (おびる)"", ""wear, carry, have"" ], [ ""帯 (おび)"", ""obi, kimono belt"" ], [ ""帯状 (おびじょう)"", ""belt-shaped"" ] ]","お、おびる、おび","帯",59.0,"[ { ""chapter"" : ""6"", ""txt_bk"" : ""txtIKB"" } ]","obi","⼱",1648.0,"haba",1474.0,"Belt [170] over 冖 clothes 巾.",3.0,"タイ","cloth","tai","ka_942","",""
"こざとへん",4.0,5.0,"n/a","party, squad, unit",12.0,"[ [ ""隊 (たい)"", ""party, company, body, corps"" ], [ ""隊員 (たいいん)"", ""group members"" ], [ ""隊長 (たいちょう)"", ""commanding officer"" ], [ ""楽隊 (がくたい)"", ""band, orchestra"" ], [ ""軍隊 (ぐんたい)"", ""army, troops"" ], [ ""兵隊 (へいたい)"", ""soldier, sailor"" ], [ ""自衛隊 (じえいたい)"", ""self-defence force"" ], [ ""デモ隊 (デモたい)"", ""group of demonstrators"" ], [ ""捜査隊 (そうさたい)"", ""investigative team"" ], [ ""警官隊 (けいかんたい)"", ""police force"" ], [ ""探検隊 (たんけんたい)"", ""exploration party"" ], [ ""入隊する (にゅうたいする)"", ""enlist [v.i.]"" ] ]","","隊",74.0,"[]","(gun)tai","⻖",452.0,"kozatohen",5010.0,"Team of people like a pack of horned animals [126] on the slopes 阝.",3.0,"タイ","hill, mound","tai","ka_943","へん","hen"
"にんべん",4.0,1.0,"naka","intermediary, personal relations, relation",6.0,"[ [ ""仲介者 (ちゅうかいしゃ)"", ""mediator, go-between"" ], [ ""仲裁人 (ちゅうさいにん)"", ""arbitrator, mediator"" ], [ ""仲介する (ちゅうかいする)"", ""mediate, intercede"" ], [ ""仲裁する (ちゅうさいする)"", ""arbitrate, mediate"" ], [ ""仲 (なか)"", ""relation, relationship"" ], [ ""仲間 (なかま)"", ""friend, fellow, companion"" ], [ ""仲居 (なかい)"", ""waitress"" ], [ ""仲買人 (なかがいにん)"", ""broker, middleman"" ], [ ""仲立ち (なかだち)"", ""mediation, mediator, agent"" ], [ ""仲直りする (なかなおりする)"", ""reconcile, make peace"" ], [ ""*仲人 (なこうど)"", ""matchmaker (for marriages)"" ] ]","なか","仲",11.0,"[ { ""chapter"" : ""24"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""24"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""12"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""12"", ""txt_bk"" : ""jt"" } ]","(koi)naka","⺅",27.0,"ninben",378.0,"Through a middle 中 man イ.",2.0,"チュウ","person ","chuu","ka_944","へん","hen"
"かいへん",4.0,1.0,"n/a","lay up, storage, store",12.0,"[ [ ""貯水池 (ちょすいち)"", ""reservoir"" ], [ ""預貯金 (よちょきん)"", ""deposits and savings"" ], [ ""貯金する (ちょきんする)"", ""save money, deposit money"" ], [ ""貯蓄する (ちょちくする)"", ""save (up money)"" ], [ ""貯蔵する (ちょぞうする)"", ""store, preserve"" ] ]","","貯",188.0,"[ { ""chapter"" : ""15"", ""txt_bk"" : ""jtr"" } ]","cho(kin)","",1012.0,"kaihen",4502.0,"Valuables 貝 concentrated 丁 in a house 宀.",7.0,"チョ","shell, property, wealth","cho","ka_945","へん","hen"
"ひとあし",4.0,5.0,"kiza, kizasu, kizashi","omen, trillion",6.0,"[ [ ""兆 (ちょう)"", ""trillion, billion"" ], [ ""兆候 (ちょうこう)"", ""sign, omen, symptom"" ], [ ""前兆 (ぜんちょう)"", ""omen, portent, sign"" ], [ ""吉兆 (きっちょう)"", ""lucky omen"" ], [ ""一兆 (いっちょう)"", ""1,000,000,000,000, trillion"" ], [ ""兆す (きざす)"", ""show signs or indications"" ], [ ""兆し (きざし)"", ""signs, omens, symptoms"" ] ]","きざ、きざす、きざし","兆",13.0,"[]","chou-kiza(shi)","⼉",166.0,"hitoashi",637.0,"Modified image of turtle shell with fortune telling marks [127] → 兆.",2.0,"チョウ","human legs","chou","ka_946","あし","ashi"
"にくづき",4.0,5.0,"n/a","intestines",13.0,"[ [ ""腸 (ちょう)"", ""guts, bowels, intestines"" ], [ ""腸炎 (ちょうえん)"", ""enteritis"" ], [ ""胃腸 (いちょう)"", ""stomach, intestines"" ], [ ""大腸 (だいちょう)"", ""colon"" ], [ ""小腸 (しょうちょう)"", ""small intestine"" ], [ ""盲腸 (もうちょう)"", ""appendix, caecum"" ], [ ""断腸の思い（だんちょうのおもい）"", ""heartrending grief"" ] ]","","腸",96.0,"[ { ""chapter"" : ""22"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""22"", ""txt_bk"" : ""txtSFJ"" } ]","(mou)chou","",709.0,"nikuzuki",3798.0,"All mammals [117] under the sun 日have this part of the body 月.",4.0,"チョウ","meat, flesh","chou","ka_947","",""
"まだれ",4.0,1.0,"soko","bottom",8.0,"[ [ ""底流 (ていりゅう)"", ""undercurrent"" ], [ ""底辺 (ていへん)"", ""base, bottom"" ], [ ""海底 (かいてい)"", ""bottom of the ocean"" ], [ ""根底 (こんてい)"", ""root, basis, foundation"" ], [ ""基底 (きてい)"", ""base, ground [n.]"" ], [ ""徹底的に (てっていてきに)"", ""thoroughly, completely"" ], [ ""底 (そこ)"", ""bottom, sole"" ], [ ""底値 (そこね)"", ""bottom price"" ], [ ""川底 (かわぞこ)"", ""riverbed"" ], [ ""靴底 (くつぞこ)"", ""shoe sole"" ], [ ""どん底 (どんぞこ)"", ""very bottom"" ] ]","そこ","底",63.0,"[ { ""chapter"" : ""5"", ""txt_bk"" : ""txtIKB"" } ]","tei-soko","⼴",1961.0,"madare",1508.0,"At the bottom 一 of a family's 氏 house 广.",3.0,"テイ","slanting roof","tei","ka_948","たれ","tare"
"はち",4.0,5.0,"n/a","standard work, canon, law code, ceremony",8.0,"[ [ ""典礼 (てんれい)"", ""ceremony, ritual, etiquette"" ], [ ""辞典 (じてん)"", ""dictionary"" ], [ ""事典 (じてん)"", ""cyclopedia, encyclopedia"" ], [ ""原典 (げんてん)"", ""original"" ], [ ""古典 (こてん)"", ""old book, classics, classic"" ], [ ""聖典 (せいてん)"", ""scriptures"" ], [ ""法典 (ほうてん)"", ""code of law, body of law"" ], [ ""式典 (しきてん)"", ""ceremony, rites"" ], [ ""祭典 (さいてん)"", ""festival"" ], [ ""香典 (こうでん)"", ""gift given at a funeral"" ], [ ""典型的な (てんけいてきな)"", ""typical, representative"" ] ]","","典",15.0,"[]","(shiki)ten","⼋",1680.0,"hachi",588.0,"Bundle [128] of classics or law codes on a podium [70].",2.0,"テン","eight","ten","ka_949","",""
"おんなへん",3.0,1.0,"haji, hajimaru, hajimeru","begin",8.0,"[ [ ""開始する (かいしする)"", ""start"" ], [ ""年始 (ねんし)"", ""beginning of the year"" ], [ ""始業式 (しぎょうしき)"", ""opening ceremony (for a school)"" ], [ ""始発 (しはつ)"", ""first train/bus"" ], [ ""始まる (はじまる)"", ""begin [v.i.]"" ], [ ""始める (はじめる)"", ""begin [v.t.]"" ] ]","はじ、はじまる、はじめる","始",45.0,"[ { ""chapter"" : ""12"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""24"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""17"", ""txt_bk"" : ""macquarie"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtAd3"" }, { ""chapter"" : ""16"", ""txt_bk"" : ""txtGenki"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""txtSFJ1"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""17"", ""txt_bk"" : ""txtLookLearn"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""7"" } ]","haji(maru)","",211.0,"onnahen",1208.0,"Start of new life/individual ム in a woman's 女 womb 口 <span class='note'>(orig. ""mouth, orifice"")</span>.",3.0,"シ","woman","shi","ka_95","へん","hen"
"ひへん",4.0,1.0,"hi","lamp, light",6.0,"[ [ ""灯火 (とうか)"", ""light"" ], [ ""灯台 (とうだい)"", ""lighthouse"" ], [ ""灯油 (とうゆ)"", ""lamp oil, kerosene"" ], [ ""電灯 (でんとう)"", ""electric light"" ], [ ""街灯 (がいとう)"", ""street light"" ], [ ""消灯 (しょうとう)"", ""putting out  the lights"" ], [ ""蛍光灯 (けいこうとう)"", ""fluorescent lamp"" ], [ ""灯 (ひ)"", ""light [n.]"" ], [ ""*提灯 (ちょうちん)"", ""paper lantern"" ] ]","ひ","灯",111.0,"[]","(keikou)tou","",552.0,"hihen",2745.0,"Fire 火 with handle 丁.",4.0,"トウ","fire","tou","ka_950","へん","hen"
"きへん",4.0,1.0,"ume","Japanese apricot, plum",10.0,"[ [ ""梅林 (ばいりん)"", ""Japanese apricot/plum grove"" ], [ ""梅毒 (ばいどく)"", ""syphilis"" ], [ ""梅雨前線 (ばいうぜんせん)"", ""seasonal rain front"" ], [ ""紅梅 (こうばい)"", ""red-blossomed plum tree"" ], [ ""白梅 (はくばい)"", ""white-blossomed plum tree"" ], [ ""塩梅 (あんばい)"", ""seasoning, condition, state"" ], [ ""梅 (うめ)"", ""Japanese apricot/plum"" ], [ ""梅干し (うめぼし)"", ""dried Japanese apricot/plum"" ], [ ""梅酒 (うめしゅ)"", ""Japanese apricot/plum wine"" ], [ ""*梅雨 (つゆ)"", ""rainy season"" ] ]","うめ","梅",98.0,"[]","ume(boshi)","",626.0,"kihen",2258.0,"The first blossoming tree 木, symbol of new year and spring, known by everyone 毎.",4.0,"バイ","tree, wood","bai","ka_951","へん","hen"
"じゅう",4.0,50.0,"n/a","extensive, doctor, broad",12.0,"[ [ ""博士 (はくし)"", ""doctorate, PhD"" ], [ ""博識 (はくしき)"", ""extensive knowledge"" ], [ ""博学 (はくがく)"", ""erudition"" ], [ ""博物館 (はくぶつかん)"", ""museum"" ], [ ""博覧会 (はくらんかい)"", ""fair, exhibition, exposition"" ], [ ""博愛主義 (はくあいしゅぎ)"", ""altruism"" ], [ ""万博 (ばんぱく)"", ""world fair"" ], [ ""博打 (ばくち)"", ""gambling"" ], [ ""*博士 (はかせ)"", ""expert, learned man"" ] ]","","博",28.0,"[ { ""chapter"" : ""19"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""19"", ""txt_bk"" : ""txtSFJ"" } ]","haku(shiki)","⼗",112.0,"juu",787.0,"Extensive 十 knowledge in many 十 fields 田, each 丶 with its specific method 寸.",2.0,"ハク、バク","ten","haku, baku","ka_952","",""
"しめす",4.0,6.0,"n/a","vote, slip, ballot",11.0,"[ [ ""票 (ひょう)"", ""label, ballot, vote"" ], [ ""白票 (はくひょう)"", ""blank ballot, white ballot"" ], [ ""得票 (とくひょう)"", ""number of votes polled"" ], [ ""一票 (いっぴょう)"", ""a vote, ballot"" ], [ ""伝票 (でんぴょう)"", ""sales slip, voucher"" ], [ ""住民票 (じゅうみんひょう)"", ""resident&apos;s card"" ], [ ""固定票 (こていひょう)"", ""solid  vote, solid  support"" ], [ ""浮動票 (ふどうひょう)"", ""swing vote"" ], [ ""投票する (とうひょうする)"", ""cast a vote, vote"" ], [ ""開票する (かいひょうする)"", ""count votes"" ] ]","","票",144.0,"[ { ""chapter"" : ""14"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""jt"" } ]","(toku)hyou","⽰",1713.0,"shimesu",4276.0,"Ballot made in a voting booth/covered [18] place to indicate 示 one's choice.",5.0,"ヒョウ","altar, festival, religious service","hyou","ka_953","",""
"だい",4.0,1.0,"otto","husband, man laborer",4.0,"[ [ ""夫妻 (ふさい)"", ""man and wife, married couple"" ], [ ""夫人 (ふじん)"", ""wife, Mrs, madam"" ], [ ""農夫 (のうふ)"", ""peasant"" ], [ ""前夫 (ぜんぷ)"", ""former husband"" ], [ ""人夫 (にんぷ)"", ""coolie, carrier, labourer"" ], [ ""大丈夫 (だいじょうぶ)"", ""safe, all right, O.K."" ], [ ""夫婦 (ふうふ)"", ""married couple"" ], [ ""工夫 (くふう)"", ""device, scheme"" ], [ ""夫 (おっと)"", ""husband"" ] ]","おっと","夫",43.0,"[ { ""chapter"" : ""15"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""22"", ""txt_bk"" : ""macquarie"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""17"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""13"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""12"", ""txt_bk"" : ""jtr"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""27"" } ]","otto","⼤",2157.0,"dai",164.0,"Big 大 man with broad 一 shoulders.",3.0,"フ、フウ","large, big","fu, fuu","ka_954","",""
"にんべん",4.0,1.0,"tsu, tsukeru, tsuku, tsuki, zukeru, zuku","attach, belong, apply",5.0,"[ [ ""付属品 (ふぞくひん)"", ""accessory, fittings"" ], [ ""付加価値 (ふかかち)"", ""added value"" ], [ ""寄付する (きふする)"", ""contribute, donate"" ], [ ""添付する (てんぷする)"", ""append, attach"" ], [ ""付く (つく)"", ""adjoin, be attached, adhere [v.i.]"" ], [ ""気付く (きづく)"", ""notice, recognize"" ], [ ""期限付き (きげんつき)"", ""with a time limit, with a deadline"" ], [ ""付ける (つける)"", ""attach, add, append [v.t.]"" ], [ ""裏付ける (うらづける)"", ""support, endorse, substantiate"" ], [ ""付け (つけ)"", ""bill, credit account"" ], [ ""１０日付け (とおかづけ)"", ""dated the 10th"" ], [ ""*受付 (うけつけ)"", ""reception desk"" ] ]","つ、つける、つく、つき、づける、づく","付",11.0,"[ { ""chapter"" : ""7"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""17"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""21"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""15"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""15"", ""txt_bk"" : ""jt"" } ]","fu-tsu(ku)","⺅",19.0,"ninben",363.0,"Person イwith something attached 寸.",2.0,"フ","person ","fu","ka_955","へん","hen"
"りっとう",4.0,5.0,"n/a","secondary, assistant, accompany, supplement",11.0,"[ [ ""副詞 (ふくし)"", ""adverb"" ], [ ""副賞 (ふくしょう)"", ""bonus prize"" ], [ ""副作用 (ふくさよう)"", ""reaction, side effect"" ], [ ""副産物 (ふくさんぶつ)"", ""by-product, spin-off"" ], [ ""副収入 (ふくしゅうにゅう)"", ""additional income"" ], [ ""副社長 (ふくしゃちょう)"", ""vice president (company)"" ], [ ""副大統領 (ふくだいとうりょう)"", ""vice president (gov&apos;t)"" ], [ ""副次的な (ふくじてきな)"", ""secondary"" ] ]","","副",23.0,"[ { ""chapter"" : ""12"", ""txt_bk"" : ""txtIKB"" } ]","fuku(sayou)","⺉",1161.0,"rittou",699.0,"Part of estate/wealth [129] cut 刂 off for use as a backup/help for ""rainy days""",2.0,"フク","knife, sword","fuku","ka_956","つくり","tsukuri"
"こめへん",4.0,1.0,"ko, kona","powder",10.0,"[ [ ""粉末 (ふんまつ)"", ""fine powder"" ], [ ""粉乳 (ふんにゅう)"", ""powdered milk"" ], [ ""粉飾 (ふんしょく)"", ""makeup"" ], [ ""製粉 (せいふん)"", ""milling, grinding into flour"" ], [ ""花粉 (かふん)"", ""pollen"" ], [ ""鉄粉 (てっぷん)"", ""iron powder"" ], [ ""金粉 (きんぷん)"", ""gold dust"" ], [ ""澱粉 (でんぷん)"", ""starch"" ], [ ""小麦粉 (こむぎこ)"", ""wheat flour"" ], [ ""粉 (こな)"", ""powder"" ], [ ""粉薬 (こなぐすり)"", ""powdered medicine"" ], [ ""粉々 (こなごな)"", ""in very small pieces"" ] ]","こ、こな","粉",156.0,"[]","fun-kona","",869.0,"komehen",3469.0,"Rice grains 米 ground into small parts 分.",6.0,"フン","rice","fun","ka_957","へん","hen"
